,Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Airport ID,Airport,State,Flight Phase,Visibility,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact,incident_date,Birdstrikes_N,name,elevation_ft,municipality,coordinates,long,lat,zipcode
4663,2010,1,28,AWE,US AIRWAYS,A-319,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,APPROACH,DAY,5.0,120.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-01-28,133,Charlotte Douglas International Airport,748.0,Charlotte,"-80.94309997558594, 35.2140007019043",-80.94309997558594, 35.2140007019043,28208
2434,2010,1,28,AAL,AMERICAN AIRLINES,MD-82,KDFW,DALLAS/FORT WORTH INTL ARPT,TX,LANDING ROLL,DAY,0.0,120.0,0.0,ZT000,MEADOWLARK,2-10,NONE,2010-01-28,434,Dallas Fort Worth International Airport,607.0,Dallas-Fort Worth,"-97.038002, 32.896801",-97.038002, 32.896801,76051
4796,2010,1,29,GLA,GREAT LAKES AIRLINES,BE-1900,KGCK,GARDEN CITY REGIONAL,KS,APPROACH,NIGHT,10.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-29,4,Garden City Regional Airport,2891.0,Garden City,"-100.723999023, 37.9275016785",-100.723999023, 37.9275016785,67846
658,2010,1,29,SWA,SOUTHWEST AIRLINES,B-737-300,KSMF,SACRAMENTO INTL,CA,CLIMB,DAY,50.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-01-29,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
1448,2010,1,30,GFT,GULFSTREAM INTL AIRLINES,BE-1900,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAKEOFF RUN,NIGHT,0.0,90.0,0.0,I1102,GREAT BLUE HERON,1,PRECAUTIONARY LANDING,2010-01-30,165,Fort Lauderdale Hollywood International Airport,9.0,Fort Lauderdale,"-80.152702, 26.072599",-80.152702, 26.072599,33315
659,2010,1,30,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,DAY,3000.0,200.0,4.0,J2104,NORTHERN PINTAIL,2-10,NONE,2010-01-30,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
3431,2010,1,31,TCF,SHUTTLE AMERICA,EMB-170,KRDU,RALEIGH-DURHAM INTL,NC,APPROACH,NIGHT,1500.0,140.0,3.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-01-31,89,Raleigh Durham International Airport,435.0,Raleigh/Durham,"-78.7874984741211, 35.877601623535156",-78.7874984741211, 35.877601623535156,27560
4800,2010,2,1,GOV,GOVERNMENT,C-210 CENTUR,KMWA,WILLIAMSON COUNTY REGIONAL,IL,APPROACH,DAY,5.0,80.0,0.0,ZZ201,HOUSE SPARROW,1,NONE,2010-02-01,8,Williamson County Regional Airport,472.0,Marion,"-89.01110077, 37.75500107",-89.01110077, 37.75500107,62959
4808,2010,2,1,BUS,BUSINESS,C-550,KSGJ,ST AUGUSTINE,FL,CLIMB,DAY,10.0,115.0,0.0,N5111,KILLDEER,11-100,PRECAUTIONARY LANDING,2010-02-01,4,Northeast Florida Regional Airport,10.0,St Augustine,"-81.339798, 29.9592",-81.339798, 29.9592,32095
10,2010,2,1,SWA,SOUTHWEST AIRLINES,B-737-700,KMCO,ORLANDO INTL,FL,APPROACH,NIGHT,50.0,125.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-01,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
2036,2010,2,2,EGF,AMERICAN EAGLE AIRLINES,EMB-135,KSAN,SAN DIEGO INTL,CA,CLIMB,DUSK,20.0,160.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-02,45,San Diego International Airport,17.0,San Diego,"-117.190002441, 32.7336006165",-117.190002441, 32.7336006165,92101
4812,2010,2,3,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KTYS,MC GHEE TYSON ARPT,TN,TAKEOFF RUN,DUSK,0.0,80.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-03,27,McGhee Tyson Airport,981.0,Knoxville,"-83.9940033, 35.81100082",-83.9940033, 35.81100082,37701
4839,2010,2,4,BUS,BUSINESS,LEARJET-45,KASG,SPRINGDALE MUNICIPAL ARPT,AR,CLIMB,DAY,50.0,150.0,0.0,NE104,RING-BILLED GULL,1,NONE,2010-02-04,2,Springdale Municipal Airport,1353.0,Springdale,"-94.1193008423, 36.176399231",-94.1193008423, 36.176399231,72764
4841,2010,2,4,SWA,SOUTHWEST AIRLINES,B-737-300,KHRL,VALLEY INTL,TX,CLIMB,DAY,10.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-02-04,33,Valley International Airport,36.0,Harlingen,"-97.65440368652344, 26.228500366210938",-97.65440368652344, 26.228500366210938,78550
660,2010,2,5,JBU,JETBLUE AIRWAYS,EMB-190,KSMF,SACRAMENTO INTL,CA,LANDING ROLL,DAY,0.0,130.0,0.0,ZT002,WESTERN MEADOWLARK,1,NONE,2010-02-05,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
661,2010,2,5,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,2000.0,180.0,6.0,J2136,CANVASBACK,1,NONE,2010-02-05,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
4874,2010,2,5,ASH,MESA AIRLINES,CRJ100/200,KSBA,SANTA BARBARA MUNICIPAL,CA,APPROACH,DAY,5.0,110.0,0.0,N5111,KILLDEER,2-10,NONE,2010-02-05,7,Santa Barbara Municipal Airport,13.0,Santa Barbara,"-119.8399963, 34.42620087",-119.8399963, 34.42620087,93117
4881,2010,2,6,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KBHM,BIRMINGHAM-SHUTTLESWORTH INTL,AL,APPROACH,DAY,20.0,140.0,0.0,ZT1,BLACKBIRD,1,NONE,2010-02-06,47,Birmingham-Shuttlesworth International Airport,650.0,Birmingham,"-86.75350189, 33.56290054",-86.75350189, 33.56290054,35212
1706,2010,2,6,MKU,ISLAND AIR,DHC8 DASH 8,PHLI,LIHUE ARPT,HI,LANDING ROLL,NIGHT,0.0,80.0,0.0,R1101,BARN OWL,1,NONE,2010-02-06,72,Lihue Airport,153.0,Lihue,"-159.33900451660156, 21.97599983215332",-159.33900451660156, 21.97599983215332,96766
4928,2010,2,6,HAL,HAWAIIAN AIR,B-717-200,PHOG,KAHULUI ARPT,HI,TAKEOFF RUN,NIGHT,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-06,51,Kahului Airport,54.0,Kahului,"-156.429993, 20.8986",-156.429993, 20.8986,96732
4979,2010,2,7,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KBQK,BRUNSWICK GOLDEN ISLES,GA,TAKEOFF RUN,DAWN,0.0,75.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-07,2,Brunswick Golden Isles Airport,26.0,Brunswick,"-81.46649932861328, 31.258800506591797",-81.46649932861328, 31.258800506591797,31525
4981,2010,2,8,AAL,AMERICAN AIRLINES,B-737-800,KMIA,MIAMI INTL,FL,LANDING ROLL,DAY,0.0,65.0,0.0,I1301,CATTLE EGRET,2-10,OTHER,2010-02-08,154,Miami International Airport,8.0,Miami,"-80.29060363769531, 25.79319953918457",-80.29060363769531, 25.79319953918457,33142
5154,2010,2,9,SKW,SKYWEST AIRLINES,CRJ700,KCOS,CITY OF COLORADO SPRINGS MUNI APRT,CO,CLIMB,DAY,20.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-02-09,28,City of Colorado Springs Municipal Airport,6187.0,Colorado Springs,"-104.700996, 38.805801",-104.700996, 38.805801,80916
5135,2010,2,9,BUS,BUSINESS,CHALLENGER 300,KILG,NEW CASTLE COUNTY,DE,TAKEOFF RUN,DAY,0.0,110.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,PRECAUTIONARY LANDING,2010-02-09,19,New Castle Airport,80.0,Wilmington,"-75.60649872, 39.67869949",-75.60649872, 39.67869949,19720
5182,2010,2,9,SWA,SOUTHWEST AIRLINES,B-737-700,KHOU,WILLIAM P HOBBY ARPT,TX,APPROACH,NIGHT,400.0,135.0,1.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-09,210,William P Hobby Airport,46.0,Houston,"-95.27890015, 29.64539909",-95.27890015, 29.64539909,77061
5392,2010,2,10,SKW,SKYWEST AIRLINES,CRJ900,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,APPROACH,DUSK,5.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-10,127,George Bush Intercontinental Houston Airport,97.0,Houston,"-95.34140014648438, 29.984399795532227",-95.34140014648438, 29.984399795532227,77032
4342,2010,2,10,FFT,FRONTIER AIRLINES,A-319,KDEN,DENVER INTL AIRPORT,CO,TAKEOFF RUN,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-10,322,Denver International Airport,5431.0,Denver,"-104.672996521, 39.861698150635",-104.672996521, 39.861698150635,80249
992,2010,2,12,JBU,JETBLUE AIRWAYS,EMB-190,KJFK,JOHN F KENNEDY INTL,NY,LANDING ROLL,DAY,0.0,120.0,0.0,YH004,HORNED LARK,1,NONE,2010-02-12,159,John F Kennedy International Airport,13.0,New York,"-73.7789, 40.639801",-73.7789, 40.639801,11430
5689,2010,2,12,RBY,VISION AIRLINES,B-737-300,KPIE,ST. PETE-CLEARWATER INTL ARPT,FL,APPROACH,DAY,25.0,145.0,0.0,UNKBS,UNKNOWN SMALL BIRD,11-100,NONE,2010-02-12,32,St Petersburg Clearwater International Airport,11.0,St Petersburg-Clearwater,"-82.68740082, 27.91020012",-82.68740082, 27.91020012,33762
5519,2010,2,12,MES,MESABA AIRLINES,CRJ900,KEWR,NEWARK LIBERTY INTL ARPT,NJ,TAKEOFF RUN,DAY,0.0,115.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-12,170,Newark Liberty International Airport,18.0,Newark,"-74.168701171875, 40.692501068115234",-74.168701171875, 40.692501068115234,7114
662,2010,2,13,DAL,DELTA AIR LINES,A-319,KSMF,SACRAMENTO INTL,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,ZT002,WESTERN MEADOWLARK,2-10,NONE,2010-02-13,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
1156,2010,2,13,SWA,SOUTHWEST AIRLINES,B-737-700,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,APPROACH,DAY,1000.0,130.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-02-13,112,Norman Y. Mineta San Jose International Airport,62.0,San Jose,"-121.929001, 37.362598",-121.929001, 37.362598,95110
993,2010,2,14,JBU,JETBLUE AIRWAYS,EMB-190,KJFK,JOHN F KENNEDY INTL,NY,TAKEOFF RUN,DAY,0.0,130.0,0.0,NE101,HERRING GULL,1,NONE,2010-02-14,159,John F Kennedy International Airport,13.0,New York,"-73.7789, 40.639801",-73.7789, 40.639801,11430
11,2010,2,15,SWA,SOUTHWEST AIRLINES,B-737-300,KMCO,ORLANDO INTL,FL,APPROACH,DAY,150.0,140.0,0.100000001,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-15,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
1449,2010,2,15,NKS,SPIRIT AIRLINES,A-321,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,CLIMB,DAY,1400.0,200.0,4.0,K1002,TURKEY VULTURE,1,PRECAUTIONARY LANDING,2010-02-15,165,Fort Lauderdale Hollywood International Airport,9.0,Fort Lauderdale,"-80.152702, 26.072599",-80.152702, 26.072599,33315
4664,2010,2,16,AWE,US AIRWAYS,A-321,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,LANDING ROLL,DAY,0.0,150.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,11-100,NONE,2010-02-16,133,Charlotte Douglas International Airport,748.0,Charlotte,"-80.94309997558594, 35.2140007019043",-80.94309997558594, 35.2140007019043,28208
5721,2010,2,16,SWA,SOUTHWEST AIRLINES,B-737-700,KBUR,BOB HOPE ARPT,CA,DESCENT,NIGHT,4000.0,210.0,25.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-02-16,51,Bob Hope Airport,778.0,Burbank,"-118.35900115966797, 34.20069885253906",-118.35900115966797, 34.20069885253906,91505
12,2010,2,17,JBU,JETBLUE AIRWAYS,EMB-190,KMCO,ORLANDO INTL,FL,TAKEOFF RUN,DAY,0.0,130.0,0.0,K1002,TURKEY VULTURE,1,NONE,2010-02-17,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
5772,2010,2,17,BUS,BUSINESS,HOMEBUILT,KHSD,SUNDANCE AIRPARK,OK,APPROACH,DAY,1100.0,135.0,7.0,J2204,CANADA GOOSE,2-10,PRECAUTIONARY LANDING,2010-02-17,2,Sundance Airpark,1193.0,Oklahoma City,"-97.7061996459961, 35.60179901123047",-97.7061996459961, 35.60179901123047,73099
663,2010,2,17,UAL,UNITED AIRLINES,B-757-200,KSMF,SACRAMENTO INTL,CA,DESCENT,NIGHT,7000.0,250.0,21.0,ZT002,WESTERN MEADOWLARK,1,NONE,2010-02-17,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
5774,2010,2,18,BUS,BUSINESS,DA-2000,KABE,LEHIGH VALLEY INTL,PA,LANDING ROLL,DAY,0.0,120.0,0.0,YH004,HORNED LARK,2-10,NONE,2010-02-18,18,Lehigh Valley International Airport,393.0,Allentown,"-75.44080352783203, 40.652099609375",-75.44080352783203, 40.652099609375,18109
664,2010,2,18,PCM,WESTAIR,C-208,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,300.0,160.0,3.0,J2303,TUNDRA SWAN,1,OTHER,2010-02-18,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
5792,2010,2,20,BUS,BUSINESS,CRJ100/200,KSLN,SALINA MUNICIPAL,KS,TAKEOFF RUN,DAY,0.0,180.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-02-20,1,Salina Municipal Airport,1288.0,Salina,"-97.6521987915039, 38.79100036621094",-97.6521987915039, 38.79100036621094,67401
343,2010,2,21,SWA,SOUTHWEST AIRLINES,B-737-300,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,LANDING ROLL,DAY,0.0,130.0,0.0,NE1,GULL,1,NONE,2010-02-21,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
1271,2010,2,21,AWE,US AIRWAYS,A-319,KRSW,SOUTHWEST FLORIDA INTL ARPT,FL,APPROACH,DAY,8.0,130.0,0.0,YI010,TREE SWALLOW,1,NONE,2010-02-21,181,Southwest Florida International Airport,30.0,Fort Myers,"-81.75520324707031, 26.53619956970215",-81.75520324707031, 26.53619956970215,33913
665,2010,2,22,SWA,SOUTHWEST AIRLINES,B-737-500,KSMF,SACRAMENTO INTL,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-22,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837
344,2010,2,23,SWA,SOUTHWEST AIRLINES,B-737-700,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,APPROACH,DAY,30.0,125.0,0.0,NE1,GULL,1,NONE,2010-02-23,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
2868,2010,2,23,SWA,SOUTHWEST AIRLINES,B-737-300,KSTL,LAMBERT-ST LOUIS INTL,MO,APPROACH,DUSK,5.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-02-23,168,St Louis Lambert International Airport,618.0,St Louis,"-90.370003, 38.748697",-90.370003, 38.748697,63134
5793,2010,2,24,SWA,SOUTHWEST AIRLINES,B-737-700,KBNA,NASHVILLE INTL,TN,LANDING ROLL,DAY,0.0,130.0,0.0,ZT1,BLACKBIRD,2-10,NONE,2010-02-24,272,Nashville International Airport,599.0,Nashville,"-86.6781997680664, 36.1245002746582",-86.6781997680664, 36.1245002746582,37214
1777,2010,2,25,DAL,DELTA AIR LINES,B-757-300,KSFO,SAN FRANCISCO INTL ARPT,CA,CLIMB,DAY,100.0,140.0,0.0,NE1,GULL,1,NONE,2010-02-25,155,San Francisco International Airport,13.0,San Francisco,"-122.375, 37.61899948120117",-122.375, 37.61899948120117,94128
3520,2010,2,25,EGF,AMERICAN EAGLE AIRLINES,EMB-145,KCVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,LANDING ROLL,DAY,0.0,90.0,0.0,K3302,RED-TAILED HAWK,1,NONE,2010-02-25,62,Cincinnati Northern Kentucky International Airport,896.0,Cincinnati / Covington,"-84.667801, 39.048801",-84.667801, 39.048801,41042
3583,2010,2,26,HAL,HAWAIIAN AIR,B-717-200,PHTO,HILO INTL ARPT,HI,APPROACH,DAY,10.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-02-26,70,Hilo International Airport,38.0,Hilo,"-155.04800415039062, 19.721399307250977",-155.04800415039062, 19.721399307250977,96720
13,2010,2,28,JBU,JETBLUE AIRWAYS,A-320,KMCO,ORLANDO INTL,FL,APPROACH,DAY,50.0,120.0,0.0,YI010,TREE SWALLOW,1,NONE,2010-02-28,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
6065,2010,3,1,BUS,BUSINESS,GRUMAMER AA5,KKLS,SOUTHWEST WASHINGTON REGIONAL ARPT,WA,APPROACH,DAY,25.0,75.0,0.0,YL001,EUROPEAN STARLING,1,NONE,2010-03-01,2,Southwest Washington Regional Airport,20.0,Kelso,"-122.898002625, 46.11800003049999",-122.898002625, 46.11800003049999,98626
5136,2010,3,2,BUS,BUSINESS,LEARJET-60,KILG,NEW CASTLE COUNTY,DE,CLIMB,DAY,700.0,200.0,0.0,J2204,CANADA GOOSE,2-10,PRECAUTIONARY LANDING,2010-03-02,19,New Castle Airport,80.0,Wilmington,"-75.60649872, 39.67869949",-75.60649872, 39.67869949,19720
14,2010,3,2,JBU,JETBLUE AIRWAYS,EMB-190,KMCO,ORLANDO INTL,FL,LANDING ROLL,DAY,0.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-02,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
3584,2010,3,2,HAL,HAWAIIAN AIR,B-717-200,PHTO,HILO INTL ARPT,HI,TAKEOFF RUN,DAY,0.0,160.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-03-02,70,Hilo International Airport,38.0,Hilo,"-155.04800415039062, 19.721399307250977",-155.04800415039062, 19.721399307250977,96720
3585,2010,3,3,HAL,HAWAIIAN AIR,B-717-200,PHTO,HILO INTL ARPT,HI,TAKEOFF RUN,DAY,0.0,130.0,0.0,N5122,PACIFIC GOLDEN-PLOVER,1,NONE,2010-03-03,70,Hilo International Airport,38.0,Hilo,"-155.04800415039062, 19.721399307250977",-155.04800415039062, 19.721399307250977,96720
6067,2010,3,3,GOV,GOVERNMENT,BE-300 KING,KCBK,SHALZ FIELD ARPT,KS,DESCENT,DAY,2800.0,220.0,12.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-03-03,1,Shalz Field,3187.0,Colby,"-101.0469971, 39.42750168",-101.0469971, 39.42750168,67701
5775,2010,3,4,BUS,BUSINESS,C-560,KABE,LEHIGH VALLEY INTL,PA,LANDING ROLL,DAY,0.0,100.0,0.0,YH004,HORNED LARK,2-10,NONE,2010-03-04,18,Lehigh Valley International Airport,393.0,Allentown,"-75.44080352783203, 40.652099609375",-75.44080352783203, 40.652099609375,18109
6068,2010,3,4,GOV,GOVERNMENT,T-38A,KEFD,ELLINGTON FIELD ARPT,TX,APPROACH,DAY,2200.0,300.0,6.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-03-04,27,Ellington Airport,32.0,Houston,"-95.1587982178, 29.607299804700002",-95.1587982178, 29.607299804700002,77034
15,2010,3,4,AWE,US AIRWAYS,A-321,KMCO,ORLANDO INTL,FL,LANDING ROLL,DAY,0.0,130.0,0.0,YI010,TREE SWALLOW,2-10,NONE,2010-03-04,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
3945,2010,3,4,SWA,SOUTHWEST AIRLINES,B-737-700,KDAL,DALLAS LOVE FIELD ARPT,TX,DESCENT,DUSK,3800.0,250.0,20.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-03-04,171,Dallas Love Field,487.0,Dallas,"-96.851799, 32.847099",-96.851799, 32.847099,75235
6095,2010,3,5,BUS,BUSINESS,HUGHES 269A,KTIX,SPACE COAST REGIONAL,FL,APPROACH,DAY,200.0,45.0,0.200000003,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-05,7,Space Coast Regional Airport,34.0,Titusville,"-80.799201965332, 28.514799118042",-80.799201965332, 28.514799118042,32780
4665,2010,3,5,AWE,US AIRWAYS,B-737-400,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,NC,TAKEOFF RUN,DAY,0.0,170.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-03-05,133,Charlotte Douglas International Airport,748.0,Charlotte,"-80.94309997558594, 35.2140007019043",-80.94309997558594, 35.2140007019043,28208
5722,2010,3,6,SWA,SOUTHWEST AIRLINES,B-737-700,KBUR,BOB HOPE ARPT,CA,LANDING ROLL,DAY,0.0,120.0,0.0,NE121,CALIFORNIA GULL,1,NONE,2010-03-06,51,Bob Hope Airport,778.0,Burbank,"-118.35900115966797, 34.20069885253906",-118.35900115966797, 34.20069885253906,91505
6102,2010,3,6,UCA,COMMUTAIR,DHC8 DASH 8,KSBN,SOUTH BEND REGIONAL,IN,APPROACH,DAY,200.0,110.0,0.25,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-06,7,South Bend Regional Airport,799.0,South Bend,"-86.31729888916016, 41.70869827270508",-86.31729888916016, 41.70869827270508,46628
4343,2010,3,6,AWE,US AIRWAYS,A-321,KDEN,DENVER INTL AIRPORT,CO,LANDING ROLL,DAY,0.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-06,322,Denver International Airport,5431.0,Denver,"-104.672996521, 39.861698150635",-104.672996521, 39.861698150635,80249
6137,2010,3,7,SWA,SOUTHWEST AIRLINES,B-737-700,KSAT,SAN ANTONIO INTL,TX,CLIMB,DAY,50.0,165.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-03-07,136,San Antonio International Airport,809.0,San Antonio,"-98.469803, 29.533701",-98.469803, 29.533701,78216
6109,2010,3,7,EGF,AMERICAN EAGLE AIRLINES,EMB-145,KCHS,CHARLESTON AFB/INTL ARPT,SC,CLIMB,DAY,5000.0,240.0,3.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-03-07,28,Charleston Air Force Base-International Airport,46.0,Charleston,"-80.04049683, 32.89860153",-80.04049683, 32.89860153,29404
4344,2010,3,7,FFT,FRONTIER AIRLINES,A-319,KDEN,DENVER INTL AIRPORT,CO,CLIMB,DAY,500.0,150.0,1.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-07,322,Denver International Airport,5431.0,Denver,"-104.672996521, 39.861698150635",-104.672996521, 39.861698150635,80249
3946,2010,3,8,SWA,SOUTHWEST AIRLINES,B-737-300,KDAL,DALLAS LOVE FIELD ARPT,TX,APPROACH,NIGHT,4000.0,210.0,20.0,UNKBL,UNKNOWN LARGE BIRD,2-10,NONE,2010-03-08,171,Dallas Love Field,487.0,Dallas,"-96.851799, 32.847099",-96.851799, 32.847099,75235
6138,2010,3,8,SWA,SOUTHWEST AIRLINES,B-737-700,KSAT,SAN ANTONIO INTL,TX,APPROACH,DAY,50.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-03-08,136,San Antonio International Airport,809.0,San Antonio,"-98.469803, 29.533701",-98.469803, 29.533701,78216
16,2010,3,8,SWA,SOUTHWEST AIRLINES,B-737-700,KMCO,ORLANDO INTL,FL,LANDING ROLL,DAY,0.0,120.0,0.0,YI005,BARN SWALLOW,2-10,NONE,2010-03-08,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827
2869,2010,3,8,SWA,SOUTHWEST AIRLINES,B-737-700,KSTL,LAMBERT-ST LOUIS INTL,MO,APPROACH,NIGHT,3000.0,220.0,12.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-08,168,St Louis Lambert International Airport,618.0,St Louis,"-90.370003, 38.748697",-90.370003, 38.748697,63134
3947,2010,3,8,SWA,SOUTHWEST AIRLINES,B-737-300,KDAL,DALLAS LOVE FIELD ARPT,TX,LANDING ROLL,DUSK,0.0,135.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-03-08,171,Dallas Love Field,487.0,Dallas,"-96.851799, 32.847099",-96.851799, 32.847099,75235
3432,2010,3,9,AAL,AMERICAN AIRLINES,MD-83,KRDU,RALEIGH-DURHAM INTL,NC,TAKEOFF RUN,DUSK,0.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-09,89,Raleigh Durham International Airport,435.0,Raleigh/Durham,"-78.7874984741211, 35.877601623535156",-78.7874984741211, 35.877601623535156,27560
6275,2010,3,9,BUS,BUSINESS,PA-31 NAVAJO,KFDK,FREDERICK MUNICIPAL ARPT,MD,TAKEOFF RUN,NIGHT,0.0,80.0,0.0,1F131,RED FOX,1,NONE,2010-03-09,6,Frederick Municipal Airport,303.0,Frederick,"-77.3742980957, 39.417598724399994",-77.3742980957, 39.417598724399994,21701
5520,2010,3,9,COA,CONTINENTAL AIRLINES,B-737-800,KEWR,NEWARK LIBERTY INTL ARPT,NJ,TAKEOFF RUN,DAY,0.0,120.0,0.0,K5114,AMERICAN KESTREL,1,NONE,2010-03-09,170,Newark Liberty International Airport,18.0,Newark,"-74.168701171875, 40.692501068115234",-74.168701171875, 40.692501068115234,7114
345,2010,3,9,TRS,AIRTRAN AIRWAYS,B-717-200,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,APPROACH,NIGHT,3000.0,250.0,10.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-03-09,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240
