,date,station,zipcode,value
187,2010-03-24,GHCND:USW00012842,33607,0
188,2010-03-25,GHCND:USW00014739,02128,0
189,2010-03-25,GHCND:USC00083163,33315,0
190,2010-03-25,GHCND:US1TXBXR112,78216,119
191,2010-03-26,GHCND:USC00363343,15108,124
192,2010-03-26,GHCND:USW00094846,60018,0
193,2010-03-26,GHCND:USW00014821,43219,13
194,2010-03-27,GHCND:USW00093225,95837,0
195,2010-03-27,GHCND:USC00502107,99709,0
196,2010-03-28,GHCND:USW00012815,32827,300
197,2010-03-28,GHCND:USW00003947,64153,0
198,2010-03-28,GHCND:USW00012815,32827,300
199,2010-03-28,GHCND:USW00023183,85034,0
200,2010-03-29,GHCND:USW00014733,14225,8
201,2010-03-30,GHCND:USW00023129,90807,0
202,2010-03-30,GHCND:US1ILWN0010,61109,0
203,2010-03-30,GHCND:US1GACT0028,31408,0
204,2010-03-31,GHCND:USW00013740,23250,0
205,2010-03-31,GHCND:USW00023234,94128,94
206,2010-03-31,GHCND:US1NYCM0008,14845,38
207,2010-03-31,GHCND:USW00026615,99559,8
208,2010-03-31,GHCND:USW00024233,98158,0
209,2010-04-01,GHCND:USW00093821,40213,0
210,2010-04-02,GHCND:USW00023183,85034,0
211,2010-04-02,GHCND:USW00093225,95837,18
212,2010-04-03,GHCND:USW00014740,06096,0
213,2010-04-03,GHCND:USW00023183,85034,0
214,2010-04-03,GHCND:USW00024233,98158,43
215,2010-04-03,GHCND:USW00023234,94128,0
216,2010-04-03,GHCND:USC00047298,96002,0
217,2010-04-04,GHCND:USW00012921,78216,3
218,2010-04-04,GHCND:USW00014768,14624,0
219,2010-04-04,GHCND:USW00024229,97218,20
220,2010-04-04,GHCND:USW00023130,91406,5
221,2010-04-04,GHCND:USW00023174,90045,3
222,2010-04-04,GHCND:USW00023130,91406,5
223,2010-04-05,GHCND:US1ARPS0012,72206,0
224,2010-04-05,GHCND:US1TXTN0023,76051,0
225,2010-04-06,GHCND:US1KYBN0004,41042,117
226,2010-04-06,GHCND:USW00012918,77061,0
227,2010-04-07,GHCND:USC00446147,23502,0
228,2010-04-09,GHCND:USC00503605,99835,10
229,2010-04-09,GHCND:USC00158555,42086,0
230,2010-04-09,GHCND:USC00063207,06340,201
231,2010-04-09,GHCND:USW00023174,90045,0
232,2010-04-09,GHCND:USW00003102,91761,0
233,2010-04-10,GHCND:US1TXTN0023,76051,0
234,2010-04-10,GHCND:US1INMR0013,46241,0
235,2010-04-10,GHCND:USW00094846,60018,0
236,2010-04-10,GHCND:USW00094846,60018,0
237,2010-04-10,GHCND:USC00111577,60638,0
238,2010-04-10,GHCND:US1PADP0014,17057,0
239,2010-04-10,GHCND:USW00004781,11779,0
240,2010-04-11,GHCND:USC00111577,60638,0
241,2010-04-11,GHCND:USW00013904,78719,0
242,2010-04-11,GHCND:USW00093821,40213,0
243,2010-04-11,GHCND:USC00083163,33315,0
244,2010-04-11,GHCND:USC00363343,15108,0
245,2010-04-11,GHCND:USC00346659,73159,0
246,2010-04-12,GHCND:USW00014792,08628,0
247,2010-04-12,GHCND:USW00023234,94128,137
248,2010-04-12,GHCND:USW00023129,90807,127
249,2010-04-12,GHCND:USW00013722,27560,0
250,2010-04-12,GHCND:US1KYBN0004,41042,0
251,2010-04-13,GHCND:USW00014821,43219,0
252,2010-04-13,GHCND:US1SCSP0004,29651,0
253,2010-04-13,GHCND:USC00168923,71282,0
254,2010-04-13,GHCND:USW00003017,80249,0
255,2010-04-14,GHCND:USW00024127,84116,0
256,2010-04-14,GHCND:USW00094830,43558,0
257,2010-04-14,GHCND:USW00013874,30337,0
258,2010-04-16,GHCND:USC00122731,47725,0
259,2010-04-16,GHCND:USW00003017,80249,0
260,2010-04-16,GHCND:USW00013893,38116,0
261,2010-04-16,GHCND:USW00012842,33607,0
262,2010-04-16,GHCND:USW00023047,79111,312
263,2010-04-16,GHCND:USW00004853,44114,41
264,2010-04-16,GHCND:USW00094741,07608,76
265,2010-04-16,GHCND:USW00093225,95837,0
266,2010-04-17,GHCND:US1KYBN0004,41042,66
267,2010-04-18,GHCND:USW00093909,66031,0
268,2010-04-18,GHCND:USW00024127,84116,0
269,2010-04-18,GHCND:USC00518543,96732,0
270,2010-04-19,GHCND:USW00012815,32827,315
271,2010-04-19,GHCND:USW00024233,98158,0
272,2010-04-19,GHCND:USW00023183,85034,0
273,2010-04-19,GHCND:US1TXTN0023,76051,25
274,2010-04-19,GHCND:USW00012854,32773,33
275,2010-04-19,GHCND:USW00014734,07114,0
276,2010-04-19,GHCND:US1COAR0199,80137,0
277,2010-04-20,GHCND:USW00003888,30336,81
278,2010-04-20,GHCND:USC00323621,58203,0
279,2010-04-20,GHCND:US1TXTN0023,76051,0
280,2010-04-20,GHCND:US1TXTN0023,76051,0
281,2010-04-21,GHCND:USW00013876,35212,0
282,2010-04-21,GHCND:USW00013904,78719,0
283,2010-04-21,GHCND:USC00516395,96818,8
284,2010-04-21,GHCND:US1TXTN0023,76051,0
285,2010-04-21,GHCND:USW00024110,98837,0
286,2010-04-21,GHCND:US1NCBF0002,27889,86
287,2010-04-21,GHCND:USW00013960,75235,0
288,2010-04-21,GHCND:USC00083163,33315,81
289,2010-04-22,GHCND:USC00111160,62206,0
290,2010-04-22,GHCND:USW00023183,85034,10
291,2010-04-22,GHCND:USW00012918,77061,0
292,2010-04-22,GHCND:USW00012918,77061,0
293,2010-04-23,GHCND:USW00012842,33607,0
294,2010-04-23,GHCND:USW00012815,32827,0
295,2010-04-23,GHCND:USW00023174,90045,0
296,2010-04-23,GHCND:USC00214418,54603,0
297,2010-04-23,GHCND:USW00003947,64153,79
298,2010-04-23,GHCND:USW00012918,77061,13
299,2010-04-23,GHCND:USW00023174,90045,0
300,2010-04-24,GHCND:US1SCOC0020,29678,28
301,2010-04-24,GHCND:US1UTWB0009,84405,28
302,2010-04-24,GHCND:USW00093721,21240,5
303,2010-04-25,GHCND:US1PADP0014,17057,109
304,2010-04-25,GHCND:US1TNDV0033,37214,693
305,2010-04-25,GHCND:USW00024229,97218,0
306,2010-04-25,GHCND:USW00023129,90807,0
307,2010-04-26,GHCND:USW00023169,89119,0
308,2010-04-26,GHCND:USW00023230,94621,0
309,2010-04-26,GHCND:USW00013960,75235,0
310,2010-04-26,GHCND:USC00446147,23502,56
311,2010-04-26,GHCND:USW00012921,78216,0
312,2010-04-26,GHCND:US1CASC0037,95110,0
313,2010-04-26,GHCND:US10lanc033,68524,0
314,2010-04-27,GHCND:USC00041194,91505,3
315,2010-04-27,GHCND:USW00014922,55450,0
316,2010-04-27,GHCND:USW00014739,02128,15
317,2010-04-28,GHCND:USW00024127,84116,36
318,2010-04-28,GHCND:USC00346659,73159,0
319,2010-04-28,GHCND:USW00023129,90807,13
320,2010-04-28,GHCND:USW00023129,90807,13
321,2010-04-28,GHCND:USW00014839,53207,0
322,2010-04-28,GHCND:US1MAES0002,01915,30
323,2010-04-28,GHCND:USW00012918,77061,0
324,2010-04-28,GHCND:USC00478937,53188,0
325,2010-04-28,GHCND:US1NJAT0013,08234,0
326,2010-04-29,GHCND:USW00013893,38116,0
327,2010-04-29,GHCND:USW00014821,43219,0
328,2010-04-29,GHCND:US1NVWH0078,89502,5
329,2010-04-29,GHCND:USC00122731,47725,0
330,2010-04-29,GHCND:US1TXTN0023,76051,0
331,2010-04-29,GHCND:US1KYBN0004,41042,0
332,2010-04-29,GHCND:USW00024127,84116,94
333,2010-04-30,GHCND:US1TNDV0033,37214,0
334,2010-04-30,GHCND:USC00111577,60638,236
335,2010-04-30,GHCND:USW00014942,68110,13
336,2010-04-30,GHCND:US1ARPS0012,72206,0
337,2010-04-30,GHCND:USW00013904,78719,0
338,2010-04-30,GHCND:USW00014942,68110,13
339,2010-04-30,GHCND:USW00053922,72712,122
340,2010-05-01,GHCND:USW00013874,30337,0
341,2010-05-01,GHCND:USW00014735,12110,0
342,2010-05-01,GHCND:USW00093225,95837,0
343,2010-05-01,GHCND:USW00003947,64153,0
344,2010-05-02,GHCND:USW00013881,28208,0
345,2010-05-02,GHCND:USW00023129,90807,0
346,2010-05-03,GHCND:US1NDCS0004,58102,13
347,2010-05-03,GHCND:USW00094745,10604,274
348,2010-05-03,GHCND:US1PADP0014,17057,826
349,2010-05-03,GHCND:USW00014734,07114,373
350,2010-05-03,GHCND:USW00023188,92101,0
351,2010-05-03,GHCND:USC00041194,91505,0
352,2010-05-03,GHCND:USW00014821,43219,13
353,2010-05-03,GHCND:US1NVEL0009,89801,0
354,2010-05-04,GHCND:USW00023169,89119,0
355,2010-05-05,GHCND:USC00346659,73159,0
356,2010-05-05,GHCND:USW00003017,80249,0
357,2010-05-05,GHCND:USW00094846,60018,0
358,2010-05-05,GHCND:USW00012815,32827,0
359,2010-05-05,GHCND:US1INMR0013,46241,0
360,2010-05-05,GHCND:USW00023160,85756,0
361,2010-05-05,GHCND:USW00014734,07114,0
362,2010-05-06,GHCND:USW00003947,64153,0
363,2010-05-06,GHCND:USW00014922,55450,10
364,2010-05-06,GHCND:USW00013866,25311,0
365,2010-05-06,GHCND:USW00012921,78216,0
366,2010-05-06,GHCND:USW00093225,95837,0
367,2010-05-06,GHCND:USW00013893,38116,0
368,2010-05-06,GHCND:US1WIBN0006,54313,0
369,2010-05-07,GHCND:USC00041194,91505,0
370,2010-05-07,GHCND:USW00014821,43219,33
371,2010-05-07,GHCND:USC00083163,33315,23
372,2010-05-07,GHCND:USW00023183,85034,0
373,2010-05-07,GHCND:US1ILWN0010,61109,122
374,2010-05-07,GHCND:USW00012921,78216,0
375,2010-05-08,GHCND:USW00093225,95837,0
376,2010-05-08,GHCND:USW00013722,27560,0
377,2010-05-08,GHCND:USW00003159,93536,0
378,2010-05-08,GHCND:USW00014939,68524,0
379,2010-05-08,GHCND:USW00093721,21240,0
380,2010-05-08,GHCND:USW00013960,75235,0
381,2010-05-09,GHCND:USC00111577,60638,0
382,2010-05-09,GHCND:USW00014733,14225,3
383,2010-05-09,GHCND:USW00093721,21240,0
384,2010-05-09,GHCND:USW00093225,95837,10
385,2010-05-09,GHCND:USW00014732,11371,0
386,2010-05-10,GHCND:USW00012894,33913,0
387,2010-05-10,GHCND:USW00012918,77061,0
388,2010-05-10,GHCND:USW00012916,70062,0
389,2010-05-10,GHCND:USC00101024,83705,38
390,2010-05-10,GHCND:USW00023185,89502,15
391,2010-05-10,GHCND:USW00013882,37421,33
392,2010-05-10,GHCND:USW00093721,21240,0
393,2010-05-10,GHCND:USW00093721,21240,0
394,2010-05-10,GHCND:USW00093821,40213,0
395,2010-05-11,GHCND:USW00013960,75235,0
396,2010-05-11,GHCND:USW00013893,38116,0
397,2010-05-11,GHCND:USC00148847,67209,5
398,2010-05-11,GHCND:USW00013743,22202,28
399,2010-05-11,GHCND:USW00013743,22202,28
400,2010-05-11,GHCND:USW00013904,78719,0
401,2010-05-12,GHCND:US1TXTN0023,76051,0
402,2010-05-12,GHCND:US1AKFN0004,99709,0
403,2010-05-12,GHCND:USW00013893,38116,0
404,2010-05-12,GHCND:USW00013893,38116,0
405,2010-05-12,GHCND:USW00003966,63005,259
406,2010-05-12,GHCND:US1TXTN0023,76051,0
407,2010-05-13,GHCND:US1INMR0013,46241,94
408,2010-05-13,GHCND:USW00093721,21240,0
409,2010-05-13,GHCND:USW00024127,84116,0
410,2010-05-13,GHCND:USW00003947,64153,114
411,2010-05-13,GHCND:US1TXLK0004,79403,0
412,2010-05-13,GHCND:USW00003947,64153,114
413,2010-05-13,GHCND:USW00003947,64153,114
414,2010-05-13,GHCND:USW00014942,68110,0
415,2010-05-13,GHCND:USW00023174,90045,0
416,2010-05-14,GHCND:USW00023050,87116,0
417,2010-05-15,GHCND:USW00003947,64153,180
418,2010-05-15,GHCND:USW00003947,64153,180
419,2010-05-15,GHCND:USW00003947,64153,180
420,2010-05-15,GHCND:USW00003947,64153,180
421,2010-05-15,GHCND:USW00014735,12110,0
422,2010-05-15,GHCND:USW00024229,97218,0
423,2010-05-15,GHCND:USW00014942,68110,0
424,2010-05-15,GHCND:USC00101024,83705,0
425,2010-05-16,GHCND:USW00014710,03103,0
426,2010-05-16,GHCND:USW00014922,55450,0
427,2010-05-16,GHCND:USW00023230,94621,0
428,2010-05-16,GHCND:US1AKFN0004,99709,0
429,2010-05-16,GHCND:USW00014922,55107,0
430,2010-05-16,GHCND:USW00014740,06096,0
431,2010-05-16,GHCND:US1TNDV0033,37214,94
432,2010-05-17,GHCND:USW00014734,07114,0
433,2010-05-17,GHCND:USW00023188,92101,0
434,2010-05-17,GHCND:USW00014739,02128,0
435,2010-05-17,GHCND:USW00012815,32827,259
436,2010-05-18,GHCND:USW00014922,55450,0
437,2010-05-18,GHCND:US1WIJF0002,53094,0
438,2010-05-18,GHCND:USW00003947,64153,0
439,2010-05-18,GHCND:USC00504812,99615,0
440,2010-05-18,GHCND:USW00003947,64153,0
441,2010-05-18,GHCND:US1LALY0002,70508,0
442,2010-05-18,GHCND:USW00093721,21240,94
443,2010-05-19,GHCND:USW00014758,06512,20
444,2010-05-19,GHCND:USW00013893,38116,0
445,2010-05-19,GHCND:USW00094846,60018,0
446,2010-05-19,GHCND:USW00093721,21240,0
447,2010-05-19,GHCND:US1TXTN0023,76051,0
448,2010-05-20,GHCND:USW00024127,84116,0
449,2010-05-20,GHCND:USW00014922,55450,0
450,2010-05-20,GHCND:USW00013866,25311,0
451,2010-05-20,GHCND:USW00014739,02128,0
452,2010-05-20,GHCND:USW00014734,07114,0
453,2010-05-20,GHCND:USW00014732,11371,0
454,2010-05-20,GHCND:USW00024127,84116,0
455,2010-05-21,GHCND:USW00093721,21240,0
456,2010-05-21,GHCND:USW00014922,55450,5
457,2010-05-22,GHCND:US1WATH0001,98501,61
458,2010-05-22,GHCND:US1GACT0028,31408,10
459,2010-05-22,GHCND:USW00012815,32827,0
460,2010-05-23,GHCND:USW00093110,93030,0
461,2010-05-23,GHCND:USW00003901,75603,0
462,2010-05-23,GHCND:VQC00677600,00802,0
463,2010-05-23,GHCND:US1TNDV0033,37214,0
464,2010-05-23,GHCND:US1FLDV0037,32218,0
465,2010-05-24,GHCND:USC00111160,62206,0
466,2010-05-24,GHCND:USW00014734,07114,0
467,2010-05-24,GHCND:US1TXTN0023,76051,0
468,2010-05-24,GHCND:US1UTIR0003,84721,0
469,2010-05-24,GHCND:USW00094726,02745,0
470,2010-05-24,GHCND:USW00093721,21240,10
471,2010-05-24,GHCND:USC00083163,33315,0
472,2010-05-25,GHCND:USW00093721,21240,0
473,2010-05-25,GHCND:USW00014734,07114,0
474,2010-05-25,GHCND:USW00013904,78719,0
475,2010-05-25,GHCND:USW00003031,79765,0
476,2010-05-25,GHCND:USW00094789,11430,0
477,2010-05-25,GHCND:USC00511038,96766,102
478,2010-05-26,GHCND:US1TXEP0025,79925,0
479,2010-05-26,GHCND:USW00014837,53704,8
480,2010-05-26,GHCND:USW00093225,95837,3
481,2010-05-27,GHCND:USW00014820,44135,0
482,2010-05-27,GHCND:US1INMN0002,47403,0
483,2010-05-27,GHCND:USW00013881,28208,0
484,2010-05-27,GHCND:USW00013893,38116,0
485,2010-05-28,GHCND:USW00093225,95837,0
486,2010-05-28,GHCND:USC00245608,59714,0
487,2010-05-28,GHCND:USW00012842,33607,30
488,2010-05-28,GHCND:USC00122731,47725,58
489,2010-05-28,GHCND:USW00013866,25311,0
490,2010-05-30,GHCND:US1FLDV0037,32218,0
491,2010-05-31,GHCND:USW00014922,55450,0
492,2010-06-01,GHCND:USC00511065,96720,0
493,2010-06-01,GHCND:USW00013881,28208,429
494,2010-06-01,GHCND:USW00012842,33607,0
495,2010-06-01,GHCND:USW00023234,94128,0
496,2010-06-01,GHCND:USC00504812,99615,0
497,2010-06-01,GHCND:USW00014839,53207,0
498,2010-06-01,GHCND:USW00094815,49002,0
499,2010-06-01,GHCND:USW00014734,07114,46
500,2010-06-01,GHCND:USW00012921,78216,0
501,2010-06-02,GHCND:USW00013881,28208,221
502,2010-06-02,GHCND:US1KYBN0004,41042,10
503,2010-06-02,GHCND:USW00023188,92101,0
504,2010-06-02,GHCND:USW00093721,21240,0
505,2010-06-03,GHCND:USW00012841,32803,28
506,2010-06-03,GHCND:USC00026796,86301,0
507,2010-06-03,GHCND:USW00003017,80249,0
508,2010-06-03,GHCND:USC00511065,96720,0
509,2010-06-03,GHCND:US1TXTN0023,76051,0
510,2010-06-04,GHCND:USW00014942,68110,0
511,2010-06-04,GHCND:US1MSRN0014,39208,5
512,2010-06-04,GHCND:USW00012960,77032,0
513,2010-06-04,GHCND:USW00004726,15904,48
514,2010-06-05,GHCND:USW00094846,60018,38
515,2010-06-06,GHCND:US1CASC0037,95110,0
516,2010-06-07,GHCND:USW00013876,35212,0
517,2010-06-07,GHCND:USW00023183,85034,0
518,2010-06-07,GHCND:USW00093821,40213,0
519,2010-06-07,GHCND:USW00013874,30337,0
520,2010-06-08,GHCND:USW00093225,95837,0
521,2010-06-08,GHCND:USW00023234,94128,0
522,2010-06-08,GHCND:USW00013970,70807,5
523,2010-06-08,GHCND:USW00012960,77032,74
524,2010-06-08,GHCND:USW00014734,07114,0
525,2010-06-08,GHCND:USW00024234,98108,66
526,2010-06-08,GHCND:USC00346659,73159,0
527,2010-06-08,GHCND:USW00023160,85756,0
528,2010-06-08,GHCND:USW00094846,60018,114
529,2010-06-08,GHCND:US1CASC0037,95110,0
530,2010-06-08,GHCND:USW00014734,07114,0
531,2010-06-09,GHCND:US1CASC0037,95110,0
532,2010-06-09,GHCND:US1MSHR0007,39503,0
533,2010-06-09,GHCND:USW00012960,77032,0
534,2010-06-09,GHCND:US1NJMS0003,07960,0
535,2010-06-10,GHCND:USW00012918,77061,0
536,2010-06-10,GHCND:US1WAWM0004,99163,51
537,2010-06-10,GHCND:USW00093225,95837,0
538,2010-06-10,GHCND:USC00183353,21701,150
539,2010-06-11,GHCND:USC00041194,91505,0
540,2010-06-11,GHCND:USW00014820,44135,0
541,2010-06-11,GHCND:USW00093225,95837,0
542,2010-06-11,GHCND:US1INMR0013,46241,0
543,2010-06-11,GHCND:US1FLDV0037,32218,0
544,2010-06-11,GHCND:USW00003017,80249,175
545,2010-06-11,GHCND:USW00013904,78719,0
546,2010-06-11,GHCND:US1ARPS0012,72206,343
547,2010-06-12,GHCND:VQC00679450,00802,0
